,name,team,rush_att,rush_yd,rush_td,rec_target,rec_rec,rec_yd,rec_td,fp,season,week,next_fp,afc_n,afc_s,afc_w,nfc_e,nfc_n,nfc_s,nfc_w,temperature,wind,precipitation,status_code
1821,Arian Foster,Texans,8.0,6.0,0.0,10.0,7.0,55.0,0.0,6.1,2014,4,29.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1822,Alfred Blue,Texans,5.0,14.0,0.0,1.0,1.0,11.0,1.0,8.5,2014,7,6.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1823,Arian Foster,Texans,20.0,102.0,0.0,6.0,4.0,13.0,1.0,17.5,2014,7,35.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1824,Alfred Blue,Texans,14.0,42.0,0.0,1.0,1.0,22.0,0.0,6.4,2014,8,15.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1825,Arian Foster,Texans,20.0,151.0,2.0,6.0,4.0,22.0,1.0,35.3,2014,8,17.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1826,Alfred Blue,Texans,36.0,156.0,0.0,0.0,0.0,0.0,0.0,15.6,2014,11,6.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1827,Jonathan Grimes,Texans,13.0,54.0,0.0,0.0,0.0,0.0,0.0,5.4,2014,11,4.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1828,Alfred Blue,Texans,16.0,46.0,0.0,4.0,3.0,20.0,0.0,6.6,2014,12,7.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1829,Jonathan Grimes,Texans,2.0,16.0,0.0,4.0,3.0,32.0,0.0,4.8,2014,12,6.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1830,Alfred Blue,Texans,9.0,15.0,1.0,0.0,0.0,0.0,0.0,7.5,2014,14,13.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1831,Arian Foster,Texans,24.0,127.0,1.0,4.0,2.0,21.0,0.0,20.8,2014,14,11.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1832,Alfred Blue,Texans,17.0,39.0,1.0,6.0,6.0,37.0,0.0,13.6,2014,17,4.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1833,Arian Foster,Texans,5.0,23.0,0.0,1.0,1.0,10.0,1.0,9.3,2014,17,3.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1834,Jonathan Grimes,Texans,11.0,45.0,0.0,3.0,2.0,23.0,0.0,6.8,2014,17,4.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1835,Alfred Blue,Texans,9.0,42.0,0.0,2.0,1.0,7.0,0.0,4.9,2015,1,19.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1836,Alfred Blue,Texans,31.0,139.0,1.0,0.0,0.0,0.0,0.0,19.9,2015,3,3.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1837,Alfred Blue,Texans,6.0,22.0,0.0,1.0,1.0,11.0,0.0,3.3,2015,5,7.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1838,Arian Foster,Texans,19.0,41.0,0.0,10.0,9.0,77.0,0.0,11.8,2015,5,17.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1839,Alfred Blue,Texans,14.0,39.0,0.0,5.0,5.0,33.0,0.0,7.2,2015,8,3.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1840,Alfred Blue,Texans,12.0,22.0,0.0,1.0,1.0,9.0,0.0,3.1,2015,10,15.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1841,Jonathan Grimes,Texans,6.0,33.0,0.0,1.0,1.0,12.0,0.0,4.5,2015,10,6.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1842,Alfred Blue,Texans,21.0,58.0,0.0,3.0,3.0,34.0,1.0,15.2,2015,11,14.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1843,Jonathan Grimes,Texans,6.0,37.0,0.0,3.0,3.0,28.0,0.0,6.5,2015,11,3.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1844,Alfred Blue,Texans,16.0,77.0,1.0,1.0,1.0,4.0,0.0,14.1,2015,12,10.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1845,Jonathan Grimes,Texans,7.0,25.0,0.0,1.0,1.0,8.0,0.0,3.3,2015,12,4.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1846,Alfred Blue,Texans,20.0,107.0,0.0,0.0,0.0,0.0,0.0,10.7,2015,15,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1847,Alfred Blue,Texans,15.0,45.0,0.0,1.0,1.0,5.0,0.0,5.0,2015,16,10.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
1848,Alfred Morris,Redskins,14.0,91.0,0.0,0.0,0.0,0.0,0.0,9.1,2014,1,20.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1849,Darrel Young,Redskins,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.2,2014,1,8.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1850,Roy Helu,Redskins,4.0,46.0,0.0,3.0,2.0,15.0,0.0,6.1,2014,1,3.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1851,Alfred Morris,Redskins,22.0,85.0,2.0,0.0,0.0,0.0,0.0,20.5,2014,2,7.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1852,Darrel Young,Redskins,0.0,0.0,0.0,2.0,2.0,27.0,1.0,8.7,2014,2,6.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1853,Roy Helu,Redskins,8.0,25.0,0.0,2.0,2.0,11.0,0.0,3.6,2014,2,11.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1854,Silas Redd,Redskins,8.0,41.0,1.0,0.0,0.0,0.0,0.0,10.1,2014,2,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1855,Alfred Morris,Redskins,23.0,77.0,0.0,0.0,0.0,0.0,0.0,7.7,2014,3,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1856,Darrel Young,Redskins,1.0,1.0,0.0,2.0,1.0,4.0,1.0,6.5,2014,3,12.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1857,Roy Helu,Redskins,1.0,1.0,1.0,1.0,1.0,55.0,0.0,11.6,2014,3,8.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1858,Alfred Morris,Redskins,12.0,63.0,1.0,3.0,3.0,27.0,0.0,15.0,2014,4,5.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1859,Roy Helu,Redskins,2.0,8.0,0.0,5.0,5.0,78.0,0.0,8.6,2014,4,5.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1860,Alfred Morris,Redskins,13.0,41.0,0.0,3.0,1.0,14.0,0.0,5.5,2014,6,5.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1861,Roy Helu,Redskins,3.0,26.0,0.0,2.0,2.0,40.0,0.0,6.6,2014,6,4.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1862,Alfred Morris,Redskins,18.0,54.0,0.0,0.0,0.0,0.0,0.0,5.4,2014,7,14.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1863,Alfred Morris,Redskins,18.0,73.0,1.0,1.0,1.0,12.0,0.0,14.5,2014,8,22.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1864,Roy Helu,Redskins,5.0,29.0,0.0,2.0,2.0,14.0,0.0,4.3,2014,8,5.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1865,Alfred Morris,Redskins,19.0,92.0,2.0,3.0,2.0,17.0,0.0,22.9,2014,9,13.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1866,Roy Helu,Redskins,3.0,6.0,0.0,5.0,4.0,46.0,0.0,5.2,2014,9,11.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1867,Alfred Morris,Redskins,20.0,96.0,0.0,3.0,2.0,36.0,0.0,13.2,2014,11,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1868,Roy Helu,Redskins,0.0,0.0,0.0,6.0,6.0,57.0,1.0,11.7,2014,11,12.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1869,Silas Redd,Redskins,4.0,16.0,0.0,3.0,2.0,9.0,0.0,2.5,2014,11,4.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1870,Alfred Morris,Redskins,21.0,125.0,1.0,1.0,1.0,5.0,0.0,19.0,2014,12,8.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1871,Alfred Morris,Redskins,17.0,67.0,0.0,5.0,3.0,16.0,0.0,8.3,2014,13,4.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1872,Roy Helu,Redskins,1.0,5.0,0.0,4.0,4.0,61.0,1.0,12.6,2014,13,8.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1873,Alfred Morris,Redskins,14.0,49.0,0.0,0.0,0.0,0.0,0.0,4.9,2014,15,14.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1874,Chris Thompson,Redskins,3.0,12.0,0.0,4.0,3.0,22.0,1.0,9.4,2014,15,14.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1875,Alfred Morris,Redskins,21.0,83.0,1.0,0.0,0.0,0.0,0.0,14.3,2014,16,6.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1876,Alfred Morris,Redskins,12.0,43.0,0.0,3.0,2.0,19.0,0.0,6.2,2014,17,12.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1877,Roy Helu,Redskins,6.0,42.0,0.0,5.0,4.0,41.0,0.0,8.3,2014,17,9.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1878,Alfred Morris,Redskins,25.0,121.0,0.0,0.0,0.0,0.0,0.0,12.1,2015,1,7.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1879,Alfred Morris,Redskins,18.0,59.0,0.0,2.0,2.0,13.0,0.0,7.2,2015,2,6.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1880,Matt Jones,Redskins,19.0,123.0,2.0,3.0,3.0,23.0,0.0,26.6,2015,2,9.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1881,Alfred Morris,Redskins,17.0,62.0,0.0,3.0,2.0,3.0,0.0,6.5,2015,4,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1882,Chris Thompson,Redskins,6.0,53.0,0.0,3.0,2.0,24.0,0.0,7.7,2015,4,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1883,Alfred Morris,Redskins,11.0,21.0,0.0,1.0,1.0,11.0,0.0,3.2,2015,6,11.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1884,Chris Thompson,Redskins,5.0,12.0,0.0,10.0,6.0,26.0,0.0,3.8,2015,6,2.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1885,Alfred Morris,Redskins,15.0,104.0,0.0,3.0,3.0,14.0,0.0,11.8,2015,10,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1886,Chris Thompson,Redskins,2.0,54.0,0.0,1.0,1.0,23.0,0.0,7.7,2015,10,7.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1887,Matt Jones,Redskins,11.0,56.0,0.0,3.0,3.0,131.0,1.0,24.7,2015,10,6.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1888,Alfred Morris,Redskins,23.0,78.0,0.0,1.0,1.0,12.0,0.0,9.0,2015,12,8.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1889,Matt Jones,Redskins,8.0,19.0,0.0,1.0,1.0,45.0,0.0,6.4,2015,12,5.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1890,Alfred Morris,Redskins,11.0,24.0,1.0,1.0,0.0,0.0,0.0,8.4,2015,14,8.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1891,Alfred Morris,Redskins,14.0,84.0,0.0,0.0,0.0,0.0,0.0,8.4,2015,15,4.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1892,Alfred Morris,Redskins,17.0,49.0,0.0,1.0,0.0,0.0,0.0,4.9,2015,16,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1893,Ameer Abdullah,Lions,7.0,50.0,1.0,4.0,4.0,44.0,0.0,15.4,2015,1,10.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1894,Joique Bell,Lions,6.0,14.0,0.0,2.0,2.0,27.0,0.0,4.1,2015,1,6.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1895,Theo Riddick,Lions,0.0,0.0,0.0,2.0,2.0,37.0,1.0,9.7,2015,1,4.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1896,Ameer Abdullah,Lions,8.0,23.0,0.0,5.0,2.0,19.0,1.0,10.2,2015,3,4.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1897,Joique Bell,Lions,10.0,6.0,1.0,1.0,1.0,-2.0,0.0,6.4,2015,3,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1898,Theo Riddick,Lions,0.0,0.0,0.0,10.0,8.0,66.0,0.0,6.6,2015,3,3.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1899,Ameer Abdullah,Lions,13.0,33.0,0.0,5.0,2.0,11.0,0.0,4.4,2015,4,6.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1900,Theo Riddick,Lions,1.0,5.0,0.0,5.0,5.0,31.0,0.0,3.6,2015,4,11.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1901,Ameer Abdullah,Lions,14.0,48.0,0.0,4.0,3.0,21.0,0.0,6.9,2015,6,4.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1902,Theo Riddick,Lions,7.0,28.0,0.0,6.0,3.0,50.0,0.0,7.8,2015,6,4.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1903,Ameer Abdullah,Lions,8.0,43.0,0.0,0.0,0.0,0.0,0.0,4.3,2015,7,2.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1904,Joique Bell,Lions,3.0,21.0,0.0,2.0,2.0,14.0,0.0,3.5,2015,7,5.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1905,Theo Riddick,Lions,3.0,8.0,0.0,4.0,3.0,40.0,0.0,4.8,2015,7,4.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1906,Ameer Abdullah,Lions,5.0,15.0,0.0,1.0,1.0,7.0,0.0,2.2,2015,10,4.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1907,Joique Bell,Lions,14.0,17.0,0.0,3.0,2.0,18.0,0.0,3.5,2015,10,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1908,Theo Riddick,Lions,3.0,1.0,0.0,3.0,3.0,25.0,0.0,2.6,2015,10,8.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1909,Ameer Abdullah,Lions,12.0,44.0,0.0,2.0,1.0,2.0,0.0,4.6,2015,11,7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1910,Joique Bell,Lions,6.0,22.0,0.0,1.0,1.0,18.0,0.0,4.0,2015,11,14.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1911,Theo Riddick,Lions,6.0,14.0,0.0,6.0,5.0,72.0,0.0,8.6,2015,11,12.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1912,Ameer Abdullah,Lions,16.0,63.0,0.0,2.0,1.0,12.0,0.0,7.5,2015,12,6.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1913,Joique Bell,Lions,7.0,25.0,1.0,3.0,2.0,57.0,0.0,14.2,2015,12,7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1914,Theo Riddick,Lions,2.0,6.0,0.0,5.0,5.0,62.0,1.0,12.8,2015,12,6.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1915,Ameer Abdullah,Lions,13.0,67.0,0.0,1.0,0.0,0.0,0.0,6.7,2015,13,4.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1916,Ameer Abdullah,Lions,7.0,23.0,0.0,2.0,2.0,21.0,0.0,4.4,2015,14,14.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1917,Joique Bell,Lions,7.0,50.0,0.0,2.0,2.0,25.0,0.0,7.5,2015,14,16.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1918,Theo Riddick,Lions,3.0,18.0,0.0,11.0,7.0,44.0,0.0,6.2,2015,14,8.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1919,Ameer Abdullah,Lions,9.0,77.0,1.0,2.0,2.0,12.0,0.0,14.9,2015,15,4.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1920,Joique Bell,Lions,8.0,71.0,1.0,3.0,2.0,30.0,0.0,16.1,2015,15,8.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1921,Ameer Abdullah,Lions,8.0,39.0,0.0,4.0,4.0,9.0,0.0,4.8,2015,16,5.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1922,Joique Bell,Lions,7.0,13.0,1.0,3.0,2.0,9.0,0.0,8.2,2015,16,5.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0
1923,Andre Ellington,Cardinals,13.0,53.0,0.0,5.0,5.0,27.0,0.0,8.0,2014,1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1924,Stepfan Taylor,Cardinals,1.0,5.0,0.0,3.0,3.0,21.0,1.0,8.6,2014,1,17.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1925,Andre Ellington,Cardinals,15.0,91.0,0.0,3.0,1.0,10.0,0.0,10.1,2014,2,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1926,Andre Ellington,Cardinals,18.0,62.0,0.0,4.0,3.0,13.0,0.0,7.5,2014,3,26.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1927,Andre Ellington,Cardinals,16.0,32.0,1.0,7.0,4.0,112.0,1.0,26.4,2014,5,9.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1928,Andre Ellington,Cardinals,19.0,67.0,0.0,9.0,6.0,26.0,0.0,9.3,2014,6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1929,Andre Ellington,Cardinals,24.0,88.0,0.0,9.0,6.0,72.0,0.0,16.0,2014,7,14.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1930,Stepfan Taylor,Cardinals,12.0,40.0,1.0,2.0,2.0,19.0,1.0,17.9,2014,7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1931,Andre Ellington,Cardinals,23.0,71.0,1.0,6.0,3.0,14.0,0.0,14.5,2014,8,19.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1932,Andre Ellington,Cardinals,21.0,95.0,0.0,4.0,4.0,39.0,1.0,19.4,2014,9,10.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1933,Marion Grice,Cardinals,5.0,12.0,1.0,0.0,0.0,0.0,0.0,7.2,2014,9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1934,Andre Ellington,Cardinals,18.0,23.0,1.0,5.0,5.0,19.0,0.0,10.2,2014,10,6.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1935,Andre Ellington,Cardinals,19.0,42.0,0.0,4.0,4.0,24.0,0.0,6.6,2014,11,6.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1936,Robert Hughes,Cardinals,1.0,2.0,0.0,1.0,1.0,49.0,0.0,5.1,2014,11,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1937,Andre Ellington,Cardinals,10.0,24.0,0.0,8.0,5.0,39.0,0.0,6.3,2014,12,13.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1938,Andre Ellington,Cardinals,12.0,69.0,1.0,3.0,1.0,7.0,0.0,13.6,2015,1,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1939,Chris Johnson,Cardinals,10.0,37.0,0.0,0.0,0.0,0.0,0.0,3.7,2015,1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1940,David Johnson,Cardinals,0.0,0.0,0.0,2.0,1.0,55.0,1.0,11.5,2015,1,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1941,Andre Ellington,Cardinals,3.0,63.0,1.0,0.0,0.0,0.0,0.0,12.3,2015,5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1942,Chris Johnson,Cardinals,11.0,103.0,0.0,0.0,0.0,0.0,0.0,10.3,2015,5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1943,David Johnson,Cardinals,3.0,6.0,2.0,0.0,0.0,0.0,0.0,12.6,2015,5,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1944,Andre Ellington,Cardinals,1.0,7.0,0.0,2.0,2.0,47.0,0.0,5.4,2015,6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1945,Chris Johnson,Cardinals,14.0,40.0,0.0,1.0,1.0,5.0,0.0,4.5,2015,6,18.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1946,Andre Ellington,Cardinals,5.0,21.0,0.0,4.0,3.0,28.0,0.0,4.9,2015,7,14.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1947,Chris Johnson,Cardinals,18.0,122.0,1.0,0.0,0.0,0.0,0.0,18.2,2015,7,10.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1948,Andre Ellington,Cardinals,5.0,61.0,1.0,4.0,3.0,27.0,0.0,14.8,2015,10,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1949,Chris Johnson,Cardinals,25.0,58.0,0.0,2.0,0.0,0.0,0.0,5.8,2015,10,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0
1950,Andre Williams,Giants,15.0,66.0,1.0,1.0,0.0,0.0,0.0,12.6,2014,4,14.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1951,Peyton Hillis,Giants,8.0,31.0,0.0,0.0,0.0,0.0,0.0,3.1,2014,4,5.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1952,Rashad Jennings,Giants,13.0,55.0,0.0,2.0,1.0,-3.0,0.0,5.2,2014,4,7.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1953,Andre Williams,Giants,20.0,65.0,1.0,2.0,2.0,18.0,0.0,14.3,2014,5,5.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1954,Rashad Jennings,Giants,10.0,55.0,0.0,2.0,2.0,17.0,0.0,7.2,2014,5,6.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1955,Andre Williams,Giants,16.0,58.0,0.0,0.0,0.0,0.0,0.0,5.8,2014,6,5.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1956,Peyton Hillis,Giants,5.0,24.0,0.0,5.0,3.0,28.0,0.0,5.2,2014,6,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1957,Andre Williams,Giants,18.0,51.0,0.0,3.0,0.0,0.0,0.0,5.1,2014,7,10.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1958,Peyton Hillis,Giants,6.0,29.0,0.0,3.0,1.0,4.0,0.0,3.3,2014,7,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1959,Andre Williams,Giants,12.0,22.0,1.0,1.0,1.0,24.0,0.0,10.6,2014,9,9.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1960,Andre Williams,Giants,13.0,33.0,1.0,5.0,2.0,5.0,0.0,9.8,2014,10,10.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1961,Andre Williams,Giants,10.0,35.0,1.0,2.0,1.0,12.0,0.0,10.7,2014,12,3.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1962,Rashad Jennings,Giants,19.0,52.0,0.0,10.0,8.0,68.0,0.0,12.0,2014,12,21.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1963,Andre Williams,Giants,8.0,21.0,0.0,3.0,2.0,16.0,0.0,3.7,2014,13,20.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1964,Rashad Jennings,Giants,26.0,91.0,2.0,5.0,3.0,3.0,0.0,21.4,2014,13,5.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1965,Andre Williams,Giants,24.0,131.0,1.0,5.0,3.0,16.0,0.0,20.7,2014,14,5.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1966,Andre Williams,Giants,18.0,44.0,0.0,4.0,1.0,9.0,0.0,5.3,2014,15,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1967,Andre Williams,Giants,26.0,110.0,0.0,1.0,0.0,0.0,0.0,11.0,2014,16,12.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1968,Orleans Darkwa,Giants,4.0,21.0,1.0,2.0,2.0,17.0,0.0,9.8,2014,16,10.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1969,Andre Williams,Giants,15.0,43.0,1.0,3.0,3.0,19.0,0.0,12.2,2014,17,4.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1970,Rashad Jennings,Giants,10.0,33.0,0.0,5.0,3.0,21.0,0.0,5.4,2014,17,11.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
1971,Andre Williams,Giants,6.0,43.0,0.0,0.0,0.0,0.0,0.0,4.3,2015,2,8.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0
