,name,team,g,rec_target,rec_rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,fp,fpg,season,week
7,Antonio Brown,PIT,1,19,10,157,0,0,0,0,15.7,15.7,2017,5
8,Nelson Agholor,PHI,1,5,4,93,1,0,0,0,15.3,15.3,2017,5
9,Cole Beasley,DAL,1,6,4,23,2,0,0,0,14.3,14.3,2017,5
10,Michael Crabtree,OAK,1,8,6,82,1,0,0,0,14.2,14.2,2017,5
11,Chris Hogan,NE,1,11,8,74,1,0,0,0,13.4,13.4,2017,5
12,Mike Wallace,BAL,1,3,3,133,0,0,0,0,13.3,13.3,2017,5
13,Torrey Smith,PHI,1,4,3,70,1,1,-3,0,12.7,12.7,2017,5
14,Kelvin Benjamin,CAR,1,6,4,58,1,0,0,0,11.8,11.8,2017,5
15,Marquise Goodwin,SF,1,11,5,116,0,0,0,0,11.6,11.6,2017,5
16,Devin Funchess,CAR,1,8,7,53,1,0,0,0,11.3,11.3,2017,5
17,Dez Bryant,DAL,1,8,5,52,1,0,0,0,11.2,11.2,2017,5
18,DeSean Jackson,TB,1,9,5,106,0,0,0,0,10.6,10.6,2017,5
19,Jarvis Landry,MIA,1,10,5,44,1,0,0,0,10.4,10.4,2017,5
20,Tavon Austin,LAR,1,5,3,14,0,6,27,1,10.1,10.1,2017,5
21,Jermaine Kearse,NYJ,1,4,4,38,1,0,0,0,9.8,9.8,2017,5
22,Pierre Garcon,SF,1,11,8,94,0,0,0,0,9.4,9.4,2017,5
23,J.J. Nelson,ARI,1,6,4,80,0,1,14,0,9.4,9.4,2017,5
24,Roger Lewis,NYG,1,2,1,29,1,0,0,0,8.9,8.9,2017,5
25,John Brown,ARI,1,7,2,26,1,0,0,0,8.6,8.6,2017,5
26,Brandin Cooks,NE,1,8,5,85,0,0,0,0,8.5,8.5,2017,5
27,Brandon Tate,BUF,1,4,2,25,1,0,0,0,8.5,8.5,2017,5
28,Jordy Nelson,GB,1,4,2,24,1,0,0,0,8.4,8.4,2017,5
29,Danny Amendola,NE,1,8,8,77,0,0,0,0,7.7,7.7,2017,5
30,Robert Woods,LAR,1,8,5,66,0,1,8,0,7.4,7.4,2017,5
31,Ricardo Louis,CLE,1,8,5,71,0,0,0,0,7.1,7.1,2017,5
32,De'Anthony Thomas,KC,1,1,1,10,1,0,0,0,7.0,7.0,2017,5
33,Tyreek Hill,KC,1,6,4,68,0,0,0,0,6.8,6.8,2017,5
34,Keenan Allen,LAC,1,12,4,67,0,0,0,0,6.7,6.7,2017,5
35,JuJu Smith-Schuster,PIT,1,6,4,58,0,0,0,0,5.8,5.8,2017,5
36,Brice Butler,DAL,1,2,2,57,0,0,0,0,5.7,5.7,2017,5
37,Marvin Jones,DET,1,8,6,54,0,0,0,0,5.4,5.4,2017,5
38,Larry Fitzgerald,ARI,1,10,6,51,0,0,0,0,5.1,5.1,2017,5
39,Adam Humphries,TB,1,5,3,51,0,0,0,0,5.1,5.1,2017,5
40,Mike Evans,TB,1,8,5,49,0,0,0,0,4.9,4.9,2017,5
41,Marqise Lee,JAC,1,4,2,49,0,0,0,0,4.9,4.9,2017,5
42,Golden Tate,DET,1,8,5,48,0,0,0,0,4.8,4.8,2017,5
43,Chris Conley,KC,1,3,3,46,0,0,0,0,4.6,4.6,2017,5
44,Kendall Wright,CHI,1,5,4,46,0,0,0,0,4.6,4.6,2017,5
45,Adam Thielen,MIN,1,8,5,34,0,1,11,0,4.5,4.5,2017,5
46,Cooper Kupp,LAR,1,8,3,44,0,0,0,0,4.4,4.4,2017,5
47,Jeremy Maclin,BAL,1,8,6,43,0,0,0,0,4.3,4.3,2017,5
48,Jaron Brown,ARI,1,6,3,39,0,0,0,0,3.9,3.9,2017,5
49,Jeremy Kerley,NYJ,1,4,4,39,0,0,0,0,3.9,3.9,2017,5
50,Jared Abbrederis,DET,1,3,2,37,0,0,0,0,3.7,3.7,2017,5
1,Antonio Brown,PIT,1,10,8,155,1,0,0,0,21.5,21.5,2017,6
2,Larry Fitzgerald,ARI,1,11,10,138,1,0,0,0,19.8,19.8,2017,6
3,Marvin Jones,DET,1,14,6,96,1,0,0,0,15.6,15.6,2017,6
4,Golden Tate,DET,1,7,7,96,1,0,0,0,15.6,15.6,2017,6
5,Mike Evans,TB,1,8,3,95,1,0,0,0,15.5,15.5,2017,6
6,Demaryius Thomas,DEN,1,14,10,133,0,0,0,0,13.3,13.3,2017,6
7,Ted Ginn Jr.,NO,1,4,4,66,1,1,3,0,12.9,12.9,2017,6
8,Aldrick Robinson,SF,1,5,2,66,1,0,0,0,12.6,12.6,2017,6
9,John Brown,ARI,1,4,3,63,1,0,0,0,12.3,12.3,2017,6
10,Will Fuller,HOU,1,5,2,62,1,0,0,0,12.2,12.2,2017,6
11,Jarvis Landry,MIA,1,14,8,62,1,0,0,0,12.2,12.2,2017,6
12,Jeremy Kerley,NYJ,1,3,2,61,1,0,0,0,12.1,12.1,2017,6
13,Taywan Taylor,TEN,1,4,2,61,1,0,0,0,12.1,12.1,2017,6
14,De'Anthony Thomas,KC,1,4,3,61,1,0,0,0,12.1,12.1,2017,6
15,Cordarrelle Patterson,OAK,1,1,1,5,0,3,55,1,12.0,12.0,2017,6
16,Nelson Agholor,PHI,1,7,4,55,1,0,0,0,11.5,11.5,2017,6
17,Davante Adams,GB,1,10,5,54,1,0,0,0,11.4,11.4,2017,6
18,Michael Crabtree,OAK,1,10,6,52,1,0,0,0,11.2,11.2,2017,6
19,Kenny Stills,MIA,1,4,4,49,1,0,0,0,10.9,10.9,2017,6
20,Marvin Hall,ATL,1,2,1,40,1,0,0,0,10.0,10.0,2017,6
21,Marqise Lee,JAC,1,10,5,83,0,1,17,0,10.0,10.0,2017,6
22,Kelvin Benjamin,CAR,1,13,9,99,0,0,0,0,9.9,9.9,2017,6
23,DeSean Jackson,TB,1,6,3,38,1,0,0,0,9.8,9.8,2017,6
24,Adam Thielen,MIN,1,13,9,97,0,0,0,0,9.7,9.7,2017,6
25,Brandin Cooks,NE,1,9,6,93,0,0,0,0,9.3,9.3,2017,6
26,Eric Decker,TEN,1,9,7,88,0,0,0,0,8.8,8.8,2017,6
27,DeAndre Hopkins,HOU,1,4,2,19,1,0,0,0,7.9,7.9,2017,6
28,Jermaine Kearse,NYJ,1,4,4,79,0,0,0,0,7.9,7.9,2017,6
29,Robby Anderson,NYJ,1,12,4,76,0,0,0,0,7.6,7.6,2017,6
30,Emmanuel Sanders,DEN,1,8,5,76,0,0,0,0,7.6,7.6,2017,6
31,Julio Jones,ATL,1,7,6,72,0,0,0,0,7.2,7.2,2017,6
32,Josh Doctson,WAS,1,3,1,11,1,0,0,0,7.1,7.1,2017,6
33,Alshon Jeffery,PHI,1,10,4,71,0,0,0,0,7.1,7.1,2017,6
34,Robert Woods,LAR,1,7,5,70,0,0,0,0,7.0,7.0,2017,6
35,Rishard Matthews,TEN,1,4,4,69,0,0,0,0,6.9,6.9,2017,6
36,Donte Moncrief,IND,1,7,5,67,0,0,0,0,6.7,6.7,2017,6
37,Jordy Nelson,GB,1,10,6,60,0,0,0,0,6.0,6.0,2017,6
38,Pierre Garcon,SF,1,12,5,55,0,0,0,0,5.5,5.5,2017,6
39,Braxton Miller,HOU,1,2,2,-5,1,0,0,0,5.5,5.5,2017,6
40,Adam Humphries,TB,1,7,6,51,0,0,0,0,5.1,5.1,2017,6
41,Laquon Treadwell,MIN,1,3,3,51,0,0,0,0,5.1,5.1,2017,6
42,Keenan Allen,LAC,1,9,5,45,0,0,0,0,4.5,4.5,2017,6
43,Chris Moore,BAL,1,7,3,44,0,0,0,0,4.4,4.4,2017,6
44,Kasen Williams,CLE,1,6,4,41,0,0,0,0,4.1,4.1,2017,6
45,Danny Amendola,NE,1,5,3,40,0,0,0,0,4.0,4.0,2017,6
46,Taylor Gabriel,ATL,1,8,4,39,0,0,0,0,3.9,3.9,2017,6
47,Ryan Grant,WAS,1,5,3,39,0,0,0,0,3.9,3.9,2017,6
48,Mack Hollins,PHI,1,2,2,38,0,0,0,0,3.8,3.8,2017,6
49,Allen Hurns,JAC,1,3,3,37,0,0,0,0,3.7,3.7,2017,6
50,Devin Funchess,CAR,1,9,3,36,0,0,0,0,3.6,3.6,2017,6
1,Amari Cooper,OAK,1,19,11,210,2,0,0,0,33.0,33.0,2017,7
2,Kenny Stills,MIA,1,9,6,85,2,0,0,0,20.5,20.5,2017,7
3,Tyreek Hill,KC,1,8,6,125,1,2,7,0,19.2,19.2,2017,7
4,Julio Jones,ATL,1,13,9,99,1,0,0,0,15.9,15.9,2017,7
5,Jarvis Landry,MIA,1,11,7,93,1,0,0,0,15.3,15.3,2017,7
6,Doug Baldwin,SEA,1,12,9,92,1,0,0,0,15.2,15.2,2017,7
7,Mike Evans,TB,1,10,7,88,1,0,0,0,14.8,14.8,2017,7
8,Ted Ginn Jr.,NO,1,7,7,141,0,0,0,0,14.1,14.1,2017,7
9,Antonio Brown,PIT,1,10,4,65,1,0,0,0,12.5,12.5,2017,7
10,Brandin Cooks,NE,1,5,4,65,1,0,0,0,12.5,12.5,2017,7
11,Mack Hollins,PHI,1,1,1,64,1,0,0,0,12.4,12.4,2017,7
12,Dez Bryant,DAL,1,10,7,63,1,0,0,0,12.3,12.3,2017,7
13,Albert Wilson,KC,1,2,1,63,1,0,0,0,12.3,12.3,2017,7
14,Paul Richardson,SEA,1,2,2,61,1,0,0,0,12.1,12.1,2017,7
15,Cooper Kupp,LAR,1,10,4,51,1,0,0,0,11.1,11.1,2017,7
16,Deonte Thompson,BUF,1,4,4,107,0,1,0,0,10.7,10.7,2017,7
17,Travis Benjamin,LAC,1,1,1,42,1,1,4,0,10.6,10.6,2017,7
18,Nelson Agholor,PHI,1,5,4,45,1,0,0,0,10.5,10.5,2017,7
19,Allen Hurns,JAC,1,8,5,101,0,0,0,0,10.1,10.1,2017,7
20,JuJu Smith-Schuster,PIT,1,3,2,39,1,0,0,0,9.9,9.9,2017,7
21,Robby Anderson,NYJ,1,5,3,35,1,0,0,0,9.5,9.5,2017,7
22,Brandon Coleman,NO,1,3,2,31,1,0,0,0,9.1,9.1,2017,7
23,Chris Moore,BAL,1,8,2,36,1,1,-5,0,9.1,9.1,2017,7
24,Jermaine Kearse,NYJ,1,4,1,29,1,0,0,0,8.9,8.9,2017,7
25,Brandon LaFell,CIN,1,7,4,28,1,0,0,0,8.8,8.8,2017,7
26,Michael Crabtree,OAK,1,7,3,24,1,0,0,0,8.4,8.4,2017,7
27,Michael Thomas,NO,1,11,7,82,0,0,0,0,8.2,8.2,2017,7
28,Marquise Goodwin,SF,1,8,4,80,0,0,0,0,8.0,8.0,2017,7
29,DeSean Jackson,TB,1,8,5,73,0,0,0,0,7.3,7.3,2017,7
30,Marqise Lee,JAC,1,6,4,72,0,0,0,0,7.2,7.2,2017,7
31,Chris Hogan,NE,1,6,4,71,0,0,0,0,7.1,7.1,2017,7
32,Demarcus Robinson,KC,1,8,5,69,0,0,0,0,6.9,6.9,2017,7
33,Kelvin Benjamin,CAR,1,6,3,65,0,0,0,0,6.5,6.5,2017,7
34,Mohamed Sanu,ATL,1,10,6,65,0,0,0,0,6.5,6.5,2017,7
35,Keelan Cole,JAC,1,3,2,64,0,0,0,0,6.4,6.4,2017,7
36,Robert Woods,LAR,1,7,5,59,0,1,4,0,6.3,6.3,2017,7
37,Jarius Wright,MIN,1,4,3,54,0,0,0,0,5.4,5.4,2017,7
38,Michael Campanaro,BAL,1,3,3,31,0,1,19,0,5.0,5.0,2017,7
39,Pierre Garcon,SF,1,7,5,49,0,0,0,0,4.9,4.9,2017,7
40,Bennie Fowler,DEN,1,5,5,45,0,0,0,0,4.5,4.5,2017,7
41,Taywan Taylor,TEN,1,4,3,45,0,0,0,0,4.5,4.5,2017,7
42,Darrius Heyward-Bey,PIT,1,1,1,44,0,0,0,0,4.4,4.4,2017,7
43,Tyler Lockett,SEA,1,7,4,29,0,3,15,0,4.4,4.4,2017,7
44,Tavon Austin,LAR,1,2,2,15,0,3,27,0,4.2,4.2,2017,7
45,Sammy Watkins,LAR,1,5,3,42,0,0,0,0,4.2,4.2,2017,7
46,Keenan Allen,LAC,1,7,3,41,0,0,0,0,4.1,4.1,2017,7
47,Devin Funchess,CAR,1,8,4,41,0,0,0,0,4.1,4.1,2017,7
48,A.J. Green,CIN,1,6,3,41,0,0,0,0,4.1,4.1,2017,7
49,Adam Thielen,MIN,1,12,5,41,0,0,0,0,4.1,4.1,2017,7
50,Rishard Matthews,TEN,1,6,3,40,0,0,0,0,4.0,4.0,2017,7
1,DeAndre Hopkins,HOU,1,11,8,224,1,0,0,0,28.4,28.4,2017,8
2,JuJu Smith-Schuster,PIT,1,10,7,193,1,0,0,0,25.3,25.3,2017,8
3,Will Fuller,HOU,1,8,5,125,2,0,0,0,24.5,24.5,2017,8
4,Paul Richardson,SEA,1,7,6,105,2,0,0,0,22.5,22.5,2017,8
5,Robby Anderson,NYJ,1,6,6,104,1,1,1,0,16.5,16.5,2017,8
6,Adam Thielen,MIN,1,10,5,98,1,0,0,0,15.8,15.8,2017,8
7,Travis Benjamin,LAC,1,9,5,64,1,2,14,0,13.8,13.8,2017,8
8,Jamison Crowder,WAS,1,13,9,123,0,2,12,0,13.5,13.5,2017,8
9,Mohamed Sanu,ATL,1,7,6,74,1,0,0,0,13.4,13.4,2017,8
10,Marvin Jones,DET,1,11,6,128,0,0,0,0,12.8,12.8,2017,8
11,Alshon Jeffery,PHI,1,8,2,62,1,0,0,0,12.2,12.2,2017,8
12,Tyler Lockett,SEA,1,8,6,121,0,1,-2,0,11.9,11.9,2017,8
13,Jeremy Maclin,BAL,1,5,3,53,1,0,0,0,11.3,11.3,2017,8
14,Andre Holmes,BUF,1,4,3,51,1,0,0,0,11.1,11.1,2017,8
15,Kelvin Benjamin,CAR,1,7,3,39,1,0,0,0,9.9,9.9,2017,8
16,Josh Malone,CIN,1,3,2,35,1,0,0,0,9.5,9.5,2017,8
17,Tre McBride,CHI,1,5,3,92,0,0,0,0,9.2,9.2,2017,8
18,T.J. Jones,DET,1,8,4,88,0,0,0,0,8.8,8.8,2017,8
19,A.J. Green,CIN,1,8,3,27,1,0,0,0,8.7,8.7,2017,8
20,Golden Tate,DET,1,8,7,86,0,0,0,0,8.6,8.6,2017,8
21,Michael Crabtree,OAK,1,10,5,83,0,0,0,0,8.3,8.3,2017,8
22,Michael Thomas,NO,1,8,7,77,0,0,0,0,7.7,7.7,2017,8
23,Julio Jones,ATL,1,6,3,74,0,0,0,0,7.4,7.4,2017,8
24,Antonio Brown,PIT,1,10,5,70,0,0,0,0,7.0,7.0,2017,8
25,Ted Ginn Jr.,NO,1,4,2,68,0,0,0,0,6.8,6.8,2017,8
26,Demaryius Thomas,DEN,1,9,5,66,0,0,0,0,6.6,6.6,2017,8
27,Kenny Stills,MIA,1,10,5,65,0,0,0,0,6.5,6.5,2017,8
28,Keenan Allen,LAC,1,5,4,61,0,0,0,0,6.1,6.1,2017,8
29,Josh Doctson,WAS,1,3,1,1,1,0,0,0,6.1,6.1,2017,8
30,Mike Evans,TB,1,10,5,60,0,0,0,0,6.0,6.0,2017,8
31,Chris Hogan,NE,1,7,5,60,0,0,0,0,6.0,6.0,2017,8
32,Chris Moore,BAL,1,0,0,0,0,0,0,1,6.0,6.0,2017,8
33,Doug Baldwin,SEA,1,10,6,54,0,0,0,0,5.4,5.4,2017,8
34,Brandon Coleman,NO,1,1,1,54,0,0,0,0,5.4,5.4,2017,8
35,Tanner McEvoy,SEA,1,1,1,53,0,0,0,0,5.3,5.3,2017,8
36,Amari Cooper,OAK,1,10,5,48,0,1,4,0,5.2,5.2,2017,8
37,Leonte Carroo,MIA,1,8,6,48,0,0,0,0,4.8,4.8,2017,8
38,Brandon LaFell,CIN,1,5,4,44,0,0,0,0,4.4,4.4,2017,8
39,Ricardo Louis,CLE,1,6,2,42,0,0,0,0,4.2,4.2,2017,8
40,Dez Bryant,DAL,1,6,4,39,0,0,0,0,3.9,3.9,2017,8
41,Ryan Grant,WAS,1,7,5,38,0,0,0,0,3.8,3.8,2017,8
42,Tyreek Hill,KC,1,6,2,38,0,0,0,0,3.8,3.8,2017,8
43,DeSean Jackson,TB,1,8,3,37,0,0,0,0,3.7,3.7,2017,8
44,Terrance Williams,DAL,1,3,2,36,0,0,0,0,3.6,3.6,2017,8
45,Bennie Fowler,DEN,1,6,2,35,0,0,0,0,3.5,3.5,2017,8
46,Kamar Aiken,IND,1,5,2,33,0,0,0,0,3.3,3.3,2017,8
47,Jarvis Landry,MIA,1,12,5,33,0,0,0,0,3.3,3.3,2017,8
48,Trent Taylor,SF,1,3,3,33,0,0,0,0,3.3,3.3,2017,8
49,Zay Jones,BUF,1,5,3,32,0,0,0,0,3.2,3.2,2017,8
50,Mack Hollins,PHI,1,3,2,30,0,0,0,0,3.0,3.0,2017,8
1,T.Y. Hilton,IND,1,9,5,175,2,0,0,0,29.5,29.5,2017,9
2,Marvin Jones,DET,1,11,7,107,2,0,0,0,22.7,22.7,2017,9
3,Alshon Jeffery,PHI,1,11,6,84,2,0,0,0,20.4,20.4,2017,9
4,Robert Woods,LAR,1,5,4,70,2,0,0,0,19.0,19.0,2017,9
5,Doug Baldwin,SEA,1,12,7,108,1,0,0,0,16.8,16.8,2017,9
6,DeAndre Hopkins,HOU,1,16,6,86,1,0,0,0,14.6,14.6,2017,9
7,Cole Beasley,DAL,1,6,4,24,2,0,0,0,14.4,14.4,2017,9
8,Deonte Thompson,BUF,1,10,7,81,1,0,0,0,14.1,14.1,2017,9
9,Terrance Williams,DAL,1,9,9,141,0,0,0,0,14.1,14.1,2017,9
10,Marqise Lee,JAC,1,12,8,75,1,0,0,0,13.5,13.5,2017,9
11,Tyreek Hill,KC,1,4,2,64,1,4,9,0,13.3,13.3,2017,9
12,Rishard Matthews,TEN,1,7,4,70,1,0,0,0,13.0,13.0,2017,9
13,Demaryius Thomas,DEN,1,12,8,70,1,0,0,0,13.0,13.0,2017,9
14,Sammy Watkins,LAR,1,2,1,67,1,0,0,0,12.7,12.7,2017,9
15,Ted Ginn Jr.,NO,1,5,4,59,1,0,0,0,11.9,11.9,2017,9
16,Julio Jones,ATL,1,12,6,118,0,0,0,0,11.8,11.8,2017,9
17,Zay Jones,BUF,1,7,6,53,1,0,0,0,11.3,11.3,2017,9
18,Golden Tate,DET,1,9,7,113,0,0,0,0,11.3,11.3,2017,9
19,Robby Anderson,NYJ,1,5,4,48,1,0,0,0,10.8,10.8,2017,9
20,Johnny Holton,OAK,1,1,1,44,1,0,0,0,10.4,10.4,2017,9
21,Jeremy Maclin,BAL,1,9,8,98,0,0,0,0,9.8,9.8,2017,9
22,Tavarres King,NYG,1,6,3,33,1,0,0,0,9.3,9.3,2017,9
23,Jarvis Landry,MIA,1,7,6,32,1,0,0,0,9.2,9.2,2017,9
24,Devin Funchess,CAR,1,7,5,86,0,0,0,0,8.6,8.6,2017,9
25,Mohamed Sanu,ATL,1,3,3,23,1,0,0,0,8.3,8.3,2017,9
26,Eric Decker,TEN,1,4,3,21,1,0,0,0,8.1,8.1,2017,9
27,Mike Wallace,BAL,1,7,4,19,1,0,0,0,7.9,7.9,2017,9
28,DeVante Parker,MIA,1,8,5,76,0,0,0,0,7.6,7.6,2017,9
29,Dez Bryant,DAL,1,11,6,73,0,0,0,0,7.3,7.3,2017,9
30,Larry Fitzgerald,ARI,1,9,5,70,0,0,0,0,7.0,7.0,2017,9
31,Sterling Shepard,NYG,1,9,5,70,0,0,0,0,7.0,7.0,2017,9
32,Marquise Goodwin,SF,1,8,2,68,0,0,0,0,6.8,6.8,2017,9
33,Michael Thomas,NO,1,11,8,65,0,0,0,0,6.5,6.5,2017,9
34,Jaron Brown,ARI,1,1,1,3,1,0,0,0,6.3,6.3,2017,9
35,Randall Cobb,GB,1,5,5,58,0,1,1,0,5.9,5.9,2017,9
36,Josh Doctson,WAS,1,5,3,59,0,0,0,0,5.9,5.9,2017,9
37,Taylor Gabriel,ATL,1,4,3,56,0,1,3,0,5.9,5.9,2017,9
38,Amari Cooper,OAK,1,9,4,58,0,0,0,0,5.8,5.8,2017,9
39,Cooper Kupp,LAR,1,5,3,54,0,0,0,0,5.4,5.4,2017,9
40,Davante Adams,GB,1,10,7,53,0,0,0,0,5.3,5.3,2017,9
41,John Brown,ARI,1,4,1,52,0,0,0,0,5.2,5.2,2017,9
42,Cody Latimer,DEN,1,3,2,51,0,0,0,0,5.1,5.1,2017,9
43,Brian Quick,WAS,1,3,3,49,0,0,0,0,4.9,4.9,2017,9
44,Keelan Cole,JAC,1,5,3,47,0,0,0,0,4.7,4.7,2017,9
45,Jordan Matthews,BUF,1,8,6,46,0,0,0,0,4.6,4.6,2017,9
46,Tavon Austin,LAR,1,0,0,9,0,6,34,0,4.3,4.3,2017,9
47,Paul Richardson,SEA,1,3,3,41,0,0,0,0,4.1,4.1,2017,9
48,De'Anthony Thomas,KC,1,3,3,41,0,0,0,0,4.1,4.1,2017,9
49,Michael Crabtree,OAK,1,4,3,40,0,0,0,0,4.0,4.0,2017,9
50,Kendrick Bourne,SF,1,6,2,39,0,0,0,0,3.9,3.9,2017,9
1,Robert Woods,LAR,1,10,8,171,2,0,0,0,29.1,29.1,2017,10
2,Adam Thielen,MIN,1,12,8,166,1,0,0,0,22.6,22.6,2017,10
3,Devin Funchess,CAR,1,6,5,92,2,0,0,0,21.2,21.2,2017,10
4,A.J. Green,CIN,1,7,5,115,1,0,0,0,17.5,17.5,2017,10
5,Chester Rogers,IND,1,6,6,104,1,1,3,0,16.7,16.7,2017,10
6,Marquise Goodwin,SF,1,2,1,83,1,1,18,0,16.1,16.1,2017,10
7,JuJu Smith-Schuster,PIT,1,7,5,97,1,0,0,0,15.7,15.7,2017,10
8,Golden Tate,DET,1,7,6,97,1,0,0,0,15.7,15.7,2017,10
9,Brandon LaFell,CIN,1,10,6,95,1,0,0,0,15.5,15.5,2017,10
10,Davante Adams,GB,1,8,5,90,1,0,0,0,15.0,15.0,2017,10
11,Robby Anderson,NYJ,1,7,4,85,1,0,0,0,14.5,14.5,2017,10
12,Sterling Shepard,NYG,1,13,11,142,0,0,0,0,14.2,14.2,2017,10
13,Stefon Diggs,MIN,1,5,4,78,1,0,0,0,13.8,13.8,2017,10
14,Emmanuel Sanders,DEN,1,11,6,137,0,0,0,0,13.7,13.7,2017,10
15,Donte Moncrief,IND,1,1,1,60,1,0,0,0,12.0,12.0,2017,10
16,Josh Bellamy,CHI,1,7,2,57,1,0,0,0,11.7,11.7,2017,10
17,Michael Thomas,NO,1,10,9,117,0,0,0,0,11.7,11.7,2017,10
18,Marqise Lee,JAC,1,11,6,55,1,0,0,0,11.5,11.5,2017,10
19,Larry Fitzgerald,ARI,1,14,10,113,0,0,0,0,11.3,11.3,2017,10
20,DeAndre Hopkins,HOU,1,14,7,111,0,0,0,0,11.1,11.1,2017,10
21,Maurice Harris,WAS,1,3,2,50,1,0,0,0,11.0,11.0,2017,10
22,Demaryius Thomas,DEN,1,8,5,44,1,0,0,0,10.4,10.4,2017,10
23,Jarvis Landry,MIA,1,10,5,42,1,0,0,0,10.2,10.2,2017,10
24,Bruce Ellington,HOU,1,8,4,41,1,0,0,0,10.1,10.1,2017,10
25,Sammy Watkins,LAR,1,3,2,41,1,0,0,0,10.1,10.1,2017,10
26,Kenny Britt,CLE,1,3,2,38,1,0,0,0,9.8,9.8,2017,10
27,Doug Baldwin,SEA,1,6,5,95,0,0,0,0,9.5,9.5,2017,10
28,Roger Lewis,NYG,1,4,3,33,1,0,0,0,9.3,9.3,2017,10
29,Dontrelle Inman,CHI,1,8,6,88,0,0,0,0,8.8,8.8,2017,10
30,DeSean Jackson,TB,1,10,6,82,0,0,0,0,8.2,8.2,2017,10
31,Jamison Crowder,WAS,1,11,4,76,0,1,5,0,8.1,8.1,2017,10
32,Brandin Cooks,NE,1,11,6,74,0,0,0,0,7.4,7.4,2017,10
33,Taylor Gabriel,ATL,1,3,3,58,0,1,15,0,7.3,7.3,2017,10
34,Allen Hurns,JAC,1,9,7,70,0,0,0,0,7.0,7.0,2017,10
35,Chris Godwin,TB,1,10,5,68,0,0,0,0,6.8,6.8,2017,10
36,Justin Hardy,ATL,1,2,2,7,1,0,0,0,6.7,6.7,2017,10
37,Kenny Stills,MIA,1,8,5,67,0,0,0,0,6.7,6.7,2017,10
38,Jarius Wright,MIN,1,1,1,7,1,0,0,0,6.7,6.7,2017,10
39,DeVante Parker,MIA,1,9,6,66,0,0,0,0,6.6,6.6,2017,10
40,Kenny Golladay,DET,1,3,2,64,0,0,0,0,6.4,6.4,2017,10
41,Keelan Cole,JAC,1,8,3,61,0,0,0,0,6.1,6.1,2017,10
42,Randall Cobb,GB,1,4,3,52,0,4,8,0,6.0,6.0,2017,10
43,Julio Jones,ATL,1,8,6,57,0,0,0,0,5.7,5.7,2017,10
44,Keenan Allen,LAC,1,7,4,48,0,1,6,0,5.4,5.4,2017,10
45,Rishard Matthews,TEN,1,7,5,50,0,0,0,0,5.0,5.0,2017,10
46,Tyrell Williams,LAC,1,5,2,49,0,0,0,0,4.9,4.9,2017,10
47,Corey Davis,TEN,1,10,4,48,0,0,0,0,4.8,4.8,2017,10
48,Louis Murphy,SF,1,2,2,48,0,0,0,0,4.8,4.8,2017,10
49,Antonio Brown,PIT,1,7,3,47,0,0,0,0,4.7,4.7,2017,10
50,Cooper Kupp,LAR,1,7,6,47,0,0,0,0,4.7,4.7,2017,10
1,Antonio Brown,PIT,1,13,10,144,3,0,0,0,32.4,32.4,2017,11
2,Keenan Allen,LAC,1,13,12,159,2,1,3,0,28.2,28.2,2017,11
3,Kenny Stills,MIA,1,8,7,180,1,0,0,0,24.0,24.0,2017,11
4,Brandin Cooks,NE,1,9,6,149,1,0,0,0,20.9,20.9,2017,11
5,Adam Thielen,MIN,1,9,6,123,1,0,0,0,18.3,18.3,2017,11
6,Rishard Matthews,TEN,1,6,5,113,1,0,0,0,17.3,17.3,2017,11
7,Jarvis Landry,MIA,1,11,6,95,1,0,0,0,15.5,15.5,2017,11
8,Larry Fitzgerald,ARI,1,10,9,91,1,0,0,0,15.1,15.1,2017,11
9,Marvin Jones,DET,1,7,4,85,1,0,0,0,14.5,14.5,2017,11
10,DeAndre Hopkins,HOU,1,9,4,76,1,0,0,0,13.6,13.6,2017,11
11,Alshon Jeffery,PHI,1,7,4,67,1,0,0,0,12.7,12.7,2017,11
12,Davante Adams,GB,1,10,8,126,0,0,0,0,12.6,12.6,2017,11
13,Danny Amendola,NE,1,9,8,66,1,0,0,0,12.6,12.6,2017,11
14,Demaryius Thomas,DEN,1,9,5,64,1,0,0,0,12.4,12.4,2017,11
15,Ryan Grant,WAS,1,3,3,59,1,0,0,0,11.9,11.9,2017,11
16,Mike Wallace,BAL,1,4,4,56,1,0,0,0,11.6,11.6,2017,11
17,A.J. Green,CIN,1,9,4,50,1,0,0,0,11.0,11.0,2017,11
18,Alex Erickson,CIN,1,2,2,42,1,0,0,0,10.2,10.2,2017,11
19,Doug Baldwin,SEA,1,6,2,40,1,0,0,0,10.0,10.0,2017,11
20,Mohamed Sanu,ATL,1,3,3,34,1,1,3,0,9.7,9.7,2017,11
21,Mike Evans,TB,1,10,5,92,0,0,0,0,9.2,9.2,2017,11
22,Michael Thomas,NO,1,11,6,91,0,0,0,0,9.1,9.1,2017,11
23,Amari Cooper,OAK,1,7,3,28,1,0,0,0,8.8,8.8,2017,11
24,DeSean Jackson,TB,1,3,2,28,1,0,0,0,8.8,8.8,2017,11
25,Torrey Smith,PHI,1,4,3,28,1,0,0,0,8.8,8.8,2017,11
26,Tyreek Hill,KC,1,7,7,68,0,1,16,0,8.4,8.4,2017,11
27,Josh Doctson,WAS,1,7,4,81,0,0,0,0,8.1,8.1,2017,11
