,name,injury,status,position,season,week
13,"Rodgers, Jacquizz",foot,Out,RB,2016,10
14,"Bennett, Martellus",ankle,Questionable,TE,2016,10
15,"Michael, Christine",hamstring,Questionable,RB,2016,10
16,"Starks, James",knee,Questionable,RB,2016,10
17,"Peterson, Adrian",torn right meniscus,Day-to-Day,RB,2016,10
18,"Foster, Arian",groin,Day-to-Day,RB,2016,10
19,"Gray, MarQueis",ankle,Questionable,TE,2016,10
20,"Henry, Hunter",knee,Questionable,TE,2016,10
21,"Hyde, Carlos",shoulder,Questionable,RB,2016,10
22,"Williams, DeAngelo",knee,Out,RB,2016,10
23,"Rawls, Thomas",fibula,Out,RB,2016,10
24,"Willson, Luke",knee,Questionable,TE,2016,10
0,"Cadet, Travaris",toe,Questionable,RB,2016,11
1,"Lasco, Daniel",hamstring,Out,RB,2016,11
2,"Stewart, Jonathan",hamstring,Day-to-Day,RB,2016,11
3,"Uzomah, C.J.",calf,Doubtful,TE,2016,11
4,"Grimble, Xavier",quadricep,Questionable,TE,2016,11
5,"Williams, DeAngelo",knee,Out,RB,2016,11
6,"Gillmore, Crockett",thigh,Out,TE,2016,11
7,"Taliaferro, Lorenzo",thigh,Doubtful,RB,2016,11
8,"Sterling, Neal",foot,Questionable,TE,2016,11
9,"Abdullah, Ameer",foot,Day-to-Day,RB,2016,11
10,"Riddick, Theo",ankle,Questionable,RB,2016,11
11,"Washington, Dwayne",ankle,Day-to-Day,RB,2016,11
12,"Martin, Doug",hamstring,Day-to-Day,RB,2016,11
13,"Rodgers, Jacquizz",foot,Out,RB,2016,11
14,"Stocker, Luke",ankle,Questionable,TE,2016,11
15,"Winchester, James",not injury related,Questionable,TE,2016,11
16,"Peterson, Adrian",torn right meniscus,Day-to-Day,RB,2016,11
17,"Darkwa, Orleans",lower leg,Questionable,RB,2016,11
18,"Foster, Arian",groin,Day-to-Day,RB,2016,11
19,"Gurley, Todd",thigh,Questionable,RB,2016,11
20,"Gronkowski, Rob",chest,Out,TE,2016,11
21,"Ertz, Zach",hamstring,Questionable,TE,2016,11
22,"Rawls, Thomas",Leg contusion,Day-to-Day,RB,2016,11
23,"Bennett, Martellus",ankle,Questionable,TE,2016,11
24,"Blue, Alfred",calf,Out,RB,2016,11
25,"Grimes, Jonathan",illness,Out,RB,2016,11
26,"Prosch, Jay",hamstring,Questionable,RB,2016,11
0,"Peterson, Adrian",torn right meniscus,Day-to-Day,RB,2016,12
1,"Abdullah, Ameer",foot,Day-to-Day,RB,2016,12
2,"Riddick, Theo",ankle,Questionable,RB,2016,12
3,"Washington, Dwayne",ankle,Day-to-Day,RB,2016,12
4,"Grimble, Xavier",quadricep,Out,TE,2016,12
5,"Williams, DeAngelo",knee,Out,RB,2016,12
6,"Harris, Clark",groin,Questionable,TE,2016,12
7,"Uzomah, C.J.",calf,Doubtful,TE,2016,12
8,"Gillmore, Crockett",thigh,Doubtful,TE,2016,12
9,"Taliaferro, Lorenzo",thigh,Out,RB,2016,12
10,"Yeldon, T.J.",ankle,Questionable,RB,2016,12
11,"Clay, Charles",knee,Questionable,TE,2016,12
12,"Gillislee, Mike",hamstring,Out,RB,2016,12
13,"McCoy, LeSean",thumb,Questionable,RB,2016,12
14,"Supernaw, Phillip",concussion,Out,TE,2016,12
15,"Darkwa, Orleans",lower leg,Questionable,RB,2016,12
16,"Cleveland, Asante","concussion, knee",Out,TE,2016,12
17,"Blue, Alfred",calf,Out,RB,2016,12
18,"Ervin, Tyler",ribs,Out,RB,2016,12
19,"Prosch, Jay",hamstring,Questionable,RB,2016,12
20,"Drake, Kenyan",knee,Questionable,RB,2016,12
21,"Foster, Arian",groin,Day-to-Day,RB,2016,12
22,"Thomas, Julius",back,Out,TE,2016,12
23,"Cadet, Travaris",toe,Questionable,RB,2016,12
24,"Ingram, Mark",concussion,Questionable,RB,2016,12
25,"Lasco, Daniel",hamstring,Out,RB,2016,12
26,"Pope, Troymaine",ankle,Out,RB,2016,12
27,"Prosise, C.J.",shoulder,Out,RB,2016,12
28,"Rawls, Thomas",Leg contusion,Day-to-Day,RB,2016,12
29,"Martin, Doug",hamstring,Day-to-Day,RB,2016,12
30,"Rodgers, Jacquizz",foot,Questionable,RB,2016,12
31,"Stocker, Luke",ankle,Questionable,TE,2016,12
32,"Stewart, Jonathan",hamstring,Day-to-Day,RB,2016,12
33,"Gronkowski, Rob",chest,Questionable,TE,2016,12
34,"Green, Virgil",calf,Day-to-Day,TE,2016,12
35,"Mathews, Ryan",knee,Out,RB,2016,12
0,"Peterson, Adrian",torn right meniscus,Day-to-Day,RB,2016,13
1,"Drake, Kenyan",knee,Questionable,RB,2016,13
2,"Foster, Arian",groin,Day-to-Day,RB,2016,13
3,"Thomas, Julius",back,Doubtful,TE,2016,13
4,"Allen, Javorius",not injury related,Doubtful,RB,2016,13
5,"Gillmore, Crockett",thigh,Out,TE,2016,13
6,"Taliaferro, Lorenzo",thigh,Out,RB,2016,13
7,"Mathews, Ryan",knee,Out,RB,2016,13
8,"Harris, Clark",groin,Doubtful,TE,2016,13
9,"Uzomah, C.J.",calf,Doubtful,TE,2016,13
10,"Blue, Alfred",calf,Questionable,RB,2016,13
11,"Ervin, Tyler",ribs,Out,RB,2016,13
12,"Bennett, Martellus","ankle, shoulder",Questionable,TE,2016,13
13,"Green, Virgil",calf,Day-to-Day,TE,2016,13
14,"Janovich, Andy",ankle,Out,RB,2016,13
15,"Ivory, Chris",hamstring,Out,RB,2016,13
16,"Abdullah, Ameer",foot,Day-to-Day,RB,2016,13
17,"Riddick, Theo",ankle,Questionable,RB,2016,13
18,"Washington, Dwayne",ankle,Day-to-Day,RB,2016,13
19,"Ingram, Mark",toe,Questionable,RB,2016,13
20,"Lasco, Daniel",hamstring,Out,RB,2016,13
21,"Clay, Charles",knee,Questionable,TE,2016,13
22,"Gillislee, Mike",hamstring,Questionable,RB,2016,13
23,"Reed, Jordan",shoulder,Out,TE,2016,13
24,"Thompson, Chris",illness,Questionable,RB,2016,13
25,"Williams, DeAngelo",knee,Out,RB,2016,13
26,"Martin, Doug",hamstring,Day-to-Day,RB,2016,13
27,"Myers, Brandon",hip,Questionable,TE,2016,13
28,"Rodgers, Jacquizz",foot,Questionable,RB,2016,13
29,"Cleveland, Asante","concussion, knee",Questionable,TE,2016,13
30,"Stewart, Jonathan",hamstring,Day-to-Day,RB,2016,13
31,"Pope, Troymaine",ankle,Questionable,RB,2016,13
32,"Prosise, C.J.",shoulder,Out,RB,2016,13
33,"Rawls, Thomas",Leg contusion,Day-to-Day,RB,2016,13
34,"Willson, Luke",knee,Questionable,TE,2016,13
0,"Williams, DeAngelo",knee,Questionable,RB,2016,14
1,"Clay, Charles",knee,Questionable,TE,2016,14
2,"Stewart, Jonathan",hamstring,Day-to-Day,RB,2016,14
3,"Harris, Clark",groin,Questionable,TE,2016,14
4,"Uzomah, C.J.",calf,Out,TE,2016,14
5,"Cunningham, Benny",neck,Doubtful,RB,2016,14
6,"Abdullah, Ameer",foot,Day-to-Day,RB,2016,14
7,"Ebron, Eric",knee,Questionable,TE,2016,14
8,"Riddick, Theo",wrist,Questionable,RB,2016,14
9,"Washington, Dwayne",ankle,Questionable,RB,2016,14
10,"Ervin, Tyler",ribs,Out,RB,2016,14
11,"Peterson, Adrian",torn right meniscus,Day-to-Day,RB,2016,14
12,"Ivory, Chris",hamstring,Questionable,RB,2016,14
13,"Robinson, Denard",ankle,Out,RB,2016,14
14,"Drake, Kenyan",knee,Questionable,RB,2016,14
15,"Foster, Arian",groin,Day-to-Day,RB,2016,14
16,"Carrier, Derek",knee,Questionable,TE,2016,14
17,"Reed, Jordan",shoulder,Questionable,TE,2016,14
18,"Mathews, Ryan",knee,Questionable,RB,2016,14
19,"Green, Virgil",calf,Day-to-Day,TE,2016,14
20,"Robinson, Khiry",leg,Out,RB,2016,14
21,"Ingram, Mark","toe, knee",Questionable,RB,2016,14
22,"Lasco, Daniel",hamstring,Questionable,RB,2016,14
23,"Martin, Doug",hamstring,Day-to-Day,RB,2016,14
24,"Stocker, Luke",ankle,Out,TE,2016,14
25,"Prosise, C.J.",shoulder,Out,RB,2016,14
26,"Rawls, Thomas",Leg contusion,Day-to-Day,RB,2016,14
27,"Tukuafu, Will",concussion,Out,RB,2016,14
28,"Gillmore, Crockett",thigh,Out,TE,2016,14
29,"Taliaferro, Lorenzo",thigh,Out,RB,2016,14
0,"Prosise, C.J.",shoulder,Out,RB,2016,15
1,"Rawls, Thomas",Leg contusion,Day-to-Day,RB,2016,15
2,"Foster, Arian",groin,Day-to-Day,RB,2016,15
3,"Bostick, Brandon",ankle,Questionable,TE,2016,15
4,"Forte, Matt",knee,Questionable,RB,2016,15
5,"Robinson, Khiry",lower leg,Doubtful,RB,2016,15
6,"Celek, Brent",stinger,Questionable,TE,2016,15
7,"Sproles, Darren",concussion,Out,RB,2016,15
8,"Gillmore, Crockett",thigh,Questionable,TE,2016,15
9,"Clay, Charles",knee,Questionable,TE,2016,15
10,"Bennett, Martellus","ankle, shoulder",Questionable,TE,2016,15
11,"Michael, Christine",illness,Questionable,RB,2016,15
12,"Ripkowski, Aaron",back,Questionable,RB,2016,15
13,"Starks, James",concussion,Doubtful,RB,2016,15
14,"Robinson, Denard",ankle,Out,RB,2016,15
15,"Ervin, Tyler",ribs,Questionable,RB,2016,15
16,"Fiedorowicz, C.J.",concussion,Out,TE,2016,15
17,"Asiata, Matt",ankle,Questionable,RB,2016,15
18,"Peterson, Adrian",torn right meniscus,Day-to-Day,RB,2016,15
19,"Abdullah, Ameer",foot,Day-to-Day,RB,2016,15
20,"Ebron, Eric",knee,Questionable,TE,2016,15
21,"Riddick, Theo",wrist,Doubtful,RB,2016,15
22,"Washington, Dwayne",ankle,Day-to-Day,RB,2016,15
23,"Zenner, Zach",concussion,Questionable,RB,2016,15
