,name,team,g,rush_att,rush_yd,rush_td,rec_target,rec_rec,rec_yd,rec_td,fp,fpg,season,week
48,Paul Perkins,NYG,1,7,38,0,0,0,0,0,3.8,3.8,2016,13
49,James White,NE,1,3,17,0,5,4,18,0,3.5,3.5,2016,13
50,Troymaine Pope,SEA,1,8,28,0,1,1,5,0,3.3,3.3,2016,13
1,Le'Veon Bell,PIT,1,38,236,3,5,4,62,0,47.8,47.8,2016,14
2,Bilal Powell,NYJ,1,29,145,2,5,5,34,0,29.9,29.9,2016,14
3,Carlos Hyde,SF,1,17,193,0,1,1,7,1,26.0,26.0,2016,14
4,Jeremy Hill,CIN,1,25,111,1,4,3,31,0,20.2,20.2,2016,14
5,Lamar Miller,HOU,1,21,107,1,1,1,15,0,18.2,18.2,2016,14
6,Tevin Coleman,ATL,1,8,36,1,3,2,19,1,17.5,17.5,2016,14
7,LeSean McCoy,BUF,1,12,27,1,7,6,81,0,16.8,16.8,2016,14
8,Latavius Murray,OAK,1,22,103,1,1,0,0,0,16.3,16.3,2016,14
9,DeMarco Murray,TEN,1,21,92,1,2,0,0,0,15.2,15.2,2016,14
10,Rob Kelley,WAS,1,16,63,1,2,2,25,0,14.8,14.8,2016,14
11,Ty Montgomery,GB,1,9,41,1,4,3,45,0,14.6,14.6,2016,14
12,Doug Martin,TB,1,23,66,1,2,2,19,0,14.5,14.5,2016,14
13,Todd Gurley,LAR,1,16,61,1,4,3,22,0,14.3,14.3,2016,14
14,Kenneth Dixon,BAL,1,11,39,0,11,8,42,1,14.1,14.1,2016,14
15,LeGarrette Blount,NE,1,18,72,1,1,1,7,0,13.9,13.9,2016,14
16,Frank Gore,IND,1,10,41,0,2,2,33,1,13.4,13.4,2016,14
17,Jonathan Stewart,CAR,1,24,66,1,2,0,0,0,12.6,12.6,2016,14
18,David Johnson,ARI,1,20,80,0,8,5,41,0,12.1,12.1,2016,14
19,Isaiah Crowell,CLE,1,10,113,0,2,1,5,0,11.8,11.8,2016,14
20,Matt Asiata,MIN,1,11,37,1,2,2,14,0,11.1,11.1,2016,14
21,Jordan Howard,CHI,1,13,86,0,5,2,24,0,11.0,11.0,2016,14
22,Ezekiel Elliott,DAL,1,24,107,0,2,0,0,0,10.7,10.7,2016,14
23,Darren Sproles,PHI,1,5,27,0,3,2,13,1,10.0,10.0,2016,14
24,Chris Thompson,WAS,1,3,38,1,1,0,0,0,9.8,9.8,2016,14
25,T.J. Yeldon,JAC,1,17,59,0,9,7,31,0,9.0,9.0,2016,14
26,Shaun Draughn,SF,1,7,32,1,1,1,-5,0,8.7,8.7,2016,14
27,James White,NE,1,2,3,0,3,3,81,0,8.4,8.4,2016,14
28,Kenneth Farrow,SD,1,16,55,0,6,6,23,0,7.8,7.8,2016,14
29,Thomas Rawls,SEA,1,12,67,0,2,1,7,0,7.4,7.4,2016,14
30,Dwayne Washington,DET,1,16,64,0,2,1,10,0,7.4,7.4,2016,14
31,Jerick McKinnon,MIN,1,14,31,0,6,6,38,0,6.9,6.9,2016,14
32,Damien Williams,MIA,1,5,7,0,3,2,1,1,6.8,6.8,2016,14
33,Charcandrick West,KC,1,2,4,1,0,0,0,0,6.4,6.4,2016,14
34,Jay Ajayi,MIA,1,20,48,0,3,1,15,0,6.3,6.3,2016,14
35,Spencer Ware,KC,1,20,56,0,2,1,7,0,6.3,6.3,2016,14
36,Ryan Mathews,PHI,1,15,60,0,1,0,0,0,6.0,6.0,2016,14
37,Rashad Jennings,NYG,1,15,45,0,2,2,12,0,5.7,5.7,2016,14
38,Alex Collins,SEA,1,7,23,0,3,3,33,0,5.6,5.6,2016,14
39,Alfred Blue,HOU,1,16,55,0,1,1,0,0,5.5,5.5,2016,14
40,Rex Burkhead,CIN,1,9,45,0,2,1,6,0,5.1,5.1,2016,14
41,Charles Sims,TB,1,4,17,0,4,3,33,0,5.0,5.0,2016,14
42,Derrick Henry,TEN,1,12,42,0,1,1,5,0,4.7,4.7,2016,14
43,Kyle Juszczyk,BAL,1,0,0,0,3,3,46,0,4.6,4.6,2016,14
44,Duke Johnson,CLE,1,4,24,0,2,1,21,0,4.5,4.5,2016,14
45,Paul Perkins,NYG,1,15,45,0,1,1,0,0,4.5,4.5,2016,14
46,Zach Zenner,DET,1,7,36,0,2,2,9,0,4.5,4.5,2016,14
47,Robert Turbin,IND,1,3,10,0,7,4,33,0,4.3,4.3,2016,14
48,Tim Hightower,NO,1,6,31,0,2,1,8,0,3.9,3.9,2016,14
49,Marcel Reece,SEA,1,0,0,0,2,2,38,0,3.8,3.8,2016,14
50,Christine Michael,GB,1,10,36,0,0,0,0,0,3.6,3.6,2016,14
1,Devonta Freeman,ATL,1,20,139,3,2,2,16,0,33.5,33.5,2016,15
2,LeSean McCoy,BUF,1,19,153,2,3,3,16,0,28.9,28.9,2016,15
3,Ty Montgomery,GB,1,16,162,2,3,2,1,0,28.3,28.3,2016,15
4,Ezekiel Elliott,DAL,1,23,159,1,3,3,29,0,24.8,24.8,2016,15
5,David Johnson,ARI,1,12,53,2,5,4,55,0,22.8,22.8,2016,15
6,Ryan Mathews,PHI,1,20,128,1,1,1,5,0,19.3,19.3,2016,15
7,Derrick Henry,TEN,1,9,58,2,0,0,0,0,17.8,17.8,2016,15
8,Robert Turbin,IND,1,7,32,2,2,2,22,0,17.4,17.4,2016,15
9,Jordan Howard,CHI,1,17,90,1,4,4,23,0,17.3,17.3,2016,15
10,Tim Hightower,NO,1,11,37,2,3,3,11,0,16.8,16.8,2016,15
11,Bilal Powell,NYJ,1,16,84,0,12,11,78,0,16.2,16.2,2016,15
12,Lamar Miller,HOU,1,22,63,1,2,2,26,0,14.9,14.9,2016,15
13,DeMarco Murray,TEN,1,18,89,0,6,5,52,0,14.1,14.1,2016,15
14,Jonathan Stewart,CAR,1,25,132,0,2,1,8,0,14.0,14.0,2016,15
15,Le'Veon Bell,PIT,1,23,93,0,8,5,38,0,13.1,13.1,2016,15
16,Kerwynn Williams,ARI,1,3,63,1,0,0,0,0,12.3,12.3,2016,15
17,Terrance West,BAL,1,13,77,0,4,4,45,0,12.2,12.2,2016,15
18,Frank Gore,IND,1,26,101,0,4,4,14,0,11.5,11.5,2016,15
19,Rob Kelley,WAS,1,9,8,1,4,4,47,0,11.5,11.5,2016,15
20,Jeremy Hill,CIN,1,20,43,1,1,1,8,0,11.1,11.1,2016,15
21,Travaris Cadet,NO,1,1,16,0,5,5,30,1,10.6,10.6,2016,15
22,Christine Michael,GB,1,4,45,1,0,0,0,0,10.5,10.5,2016,15
23,Dion Lewis,NE,1,18,95,0,3,2,9,0,10.4,10.4,2016,15
24,Mike Tolbert,CAR,1,2,13,0,3,3,28,1,10.1,10.1,2016,15
25,Mike Gillislee,BUF,1,9,37,1,0,0,0,0,9.7,9.7,2016,15
26,Kenneth Dixon,BAL,1,9,36,1,1,0,0,0,9.6,9.6,2016,15
27,Spencer Ware,KC,1,18,70,0,3,3,25,0,9.5,9.5,2016,15
28,Duke Johnson,CLE,1,5,31,0,7,5,62,0,9.3,9.3,2016,15
29,Mark Ingram,NO,1,17,78,0,4,2,14,0,9.2,9.2,2016,15
30,Latavius Murray,OAK,1,13,81,0,1,1,11,0,9.2,9.2,2016,15
31,LeGarrette Blount,NE,1,17,31,1,0,0,0,0,9.1,9.1,2016,15
32,Carlos Hyde,SF,1,13,71,0,3,1,6,0,7.7,7.7,2016,15
33,Jerick McKinnon,MIN,1,3,12,0,9,9,59,0,7.1,7.1,2016,15
34,Tevin Coleman,ATL,1,14,58,0,2,2,8,0,6.6,6.6,2016,15
35,Zach Zenner,DET,1,3,12,0,5,4,52,0,6.4,6.4,2016,15
36,T.J. Yeldon,JAC,1,8,28,0,7,5,34,0,6.2,6.2,2016,15
37,Paul Perkins,NYG,1,11,56,0,1,0,0,0,5.6,5.6,2016,15
38,Kenneth Farrow,SD,1,15,39,0,3,2,14,0,5.3,5.3,2016,15
39,Justin Forsett,DEN,1,10,37,0,5,4,16,0,5.3,5.3,2016,15
40,Terron Ward,ATL,1,6,52,0,0,0,0,0,5.2,5.2,2016,15
41,Jay Ajayi,MIA,1,19,51,0,0,0,0,0,5.1,5.1,2016,15
42,Rex Burkhead,CIN,1,7,32,0,3,2,18,0,5.0,5.0,2016,15
43,Jalen Richard,OAK,1,6,36,0,5,4,13,0,4.9,4.9,2016,15
44,Chris Ivory,JAC,1,10,44,0,1,0,0,0,4.4,4.4,2016,15
45,Doug Martin,TB,1,16,42,0,0,0,0,0,4.2,4.2,2016,15
46,Dwayne Washington,DET,1,14,31,0,4,2,9,0,4.0,4.0,2016,15
47,Thomas Rawls,SEA,1,21,34,0,2,2,5,0,3.9,3.9,2016,15
48,Rashad Jennings,NYG,1,18,38,0,0,0,0,0,3.8,3.8,2016,15
49,Todd Gurley,LAR,1,14,38,0,4,1,-2,0,3.6,3.6,2016,15
50,Chris Thompson,WAS,1,2,10,0,7,5,26,0,3.6,3.6,2016,15
1,David Johnson,ARI,1,28,95,3,7,4,41,0,31.6,31.6,2016,16
2,Jay Ajayi,MIA,1,32,206,1,1,1,3,0,26.9,26.9,2016,16
3,Le'Veon Bell,PIT,1,20,122,1,4,3,15,1,25.7,25.7,2016,16
4,DeAndre Washington,OAK,1,12,99,2,1,1,18,0,23.7,23.7,2016,16
5,Mark Ingram,NO,1,18,90,2,3,2,3,0,21.3,21.3,2016,16
6,Ezekiel Elliott,DAL,1,12,80,2,1,1,12,0,21.2,21.2,2016,16
7,Zach Zenner,DET,1,12,67,2,3,2,25,0,21.2,21.2,2016,16
8,LeSean McCoy,BUF,1,24,128,1,6,5,17,0,20.5,20.5,2016,16
9,Tevin Coleman,ATL,1,9,90,1,3,3,45,0,19.5,19.5,2016,16
10,Isaiah Crowell,CLE,1,16,54,2,5,4,4,0,17.8,17.8,2016,16
11,Chris Ivory,JAC,1,14,45,1,6,4,69,0,17.4,17.4,2016,16
12,LeGarrette Blount,NE,1,20,50,2,0,0,0,0,17.0,17.0,2016,16
13,Chris Thompson,WAS,1,3,20,1,1,1,17,1,15.7,15.7,2016,16
14,Alfred Blue,HOU,1,21,73,1,4,4,17,0,15.0,15.0,2016,16
15,Todd Gurley,LAR,1,23,67,1,3,3,20,0,14.7,14.7,2016,16
16,Mack Brown,WAS,1,8,82,1,1,1,-2,0,14.0,14.0,2016,16
17,Jalen Richard,OAK,1,6,66,0,3,3,13,1,13.9,13.9,2016,16
18,Jacquizz Rodgers,TB,1,15,63,1,2,2,15,0,13.8,13.8,2016,16
19,Jordan Howard,CHI,1,18,119,0,3,1,9,0,12.8,12.8,2016,16
20,Darren Sproles,PHI,1,7,40,1,2,2,23,0,12.3,12.3,2016,16
21,Carlos Hyde,SF,1,13,38,0,3,3,24,1,12.2,12.2,2016,16
22,Kenyan Drake,MIA,1,4,56,1,0,0,0,0,11.6,11.6,2016,16
23,James White,NE,1,1,14,0,4,3,32,1,10.6,10.6,2016,16
24,Mike Gillislee,BUF,1,11,91,0,0,0,0,0,9.1,9.1,2016,16
25,Robert Turbin,IND,1,6,18,0,2,2,11,1,8.9,8.9,2016,16
26,Devonta Freeman,ATL,1,13,53,0,8,8,35,0,8.8,8.8,2016,16
27,Frank Gore,IND,1,13,73,0,2,1,12,0,8.5,8.5,2016,16
28,Kyle Juszczyk,BAL,1,2,15,1,3,2,10,0,8.5,8.5,2016,16
29,Jerick McKinnon,MIN,1,11,50,0,6,5,35,0,8.5,8.5,2016,16
30,Jeremy Langford,CHI,1,7,19,1,2,1,4,0,8.3,8.3,2016,16
31,Rob Kelley,WAS,1,19,76,0,3,2,6,0,8.2,8.2,2016,16
32,Spencer Ware,KC,1,13,62,0,3,2,20,0,8.2,8.2,2016,16
33,Paul Perkins,NYG,1,15,68,0,2,1,9,0,7.7,7.7,2016,16
34,Travaris Cadet,NO,1,0,0,0,2,2,16,1,7.6,7.6,2016,16
35,Bilal Powell,NYJ,1,15,60,0,3,2,14,0,7.4,7.4,2016,16
36,Devontae Booker,DEN,1,5,27,0,10,6,44,0,7.1,7.1,2016,16
37,Justin Forsett,DEN,1,5,11,1,1,0,0,0,7.1,7.1,2016,16
38,Rex Burkhead,CIN,1,12,42,0,4,4,25,0,6.7,6.7,2016,16
39,Shaun Draughn,SF,1,10,17,0,7,6,48,0,6.5,6.5,2016,16
40,Matt Asiata,MIN,1,6,34,0,4,3,30,0,6.4,6.4,2016,16
41,Ryan Mathews,PHI,1,18,46,0,1,1,16,0,6.2,6.2,2016,16
42,DeMarco Murray,TEN,1,14,42,0,4,2,18,0,6.0,6.0,2016,16
43,Kenneth Dixon,BAL,1,12,57,0,3,1,1,0,5.8,5.8,2016,16
44,Kenneth Farrow,SD,1,9,28,0,4,4,29,0,5.7,5.7,2016,16
45,Dion Lewis,NE,1,16,52,0,1,1,5,0,5.7,5.7,2016,16
46,Terrance West,BAL,1,10,27,0,3,3,28,0,5.5,5.5,2016,16
47,Jonathan Stewart,CAR,1,11,50,0,2,1,2,0,5.2,5.2,2016,16
48,Rashad Jennings,NYG,1,9,44,0,5,4,7,0,5.1,5.1,2016,16
49,Latavius Murray,OAK,1,15,40,0,2,2,11,0,5.1,5.1,2016,16
50,Damien Williams,MIA,1,0,0,0,3,2,51,0,5.1,5.1,2016,16
1,Rex Burkhead,CIN,1,27,119,2,2,2,25,0,26.4,26.4,2016,17
2,Devonta Freeman,ATL,1,12,96,1,5,5,81,0,23.7,23.7,2016,17
3,Charcandrick West,KC,1,16,58,0,5,5,58,2,23.6,23.6,2016,17
4,Jerick McKinnon,MIN,1,16,89,1,4,3,21,1,23.0,23.0,2016,17
5,Devontae Booker,DEN,1,14,57,1,3,2,52,1,22.9,22.9,2016,17
6,Shaun Draughn,SF,1,21,41,2,6,4,68,0,22.9,22.9,2016,17
7,DeAngelo Williams,PIT,1,23,67,1,4,3,27,1,21.4,21.4,2016,17
8,Corey Grant,JAC,1,18,122,1,2,2,15,0,19.7,19.7,2016,17
9,Bilal Powell,NYJ,1,22,122,0,3,3,15,1,19.7,19.7,2016,17
10,Mark Ingram,NO,1,20,103,1,8,6,29,0,19.2,19.2,2016,17
11,Zach Zenner,DET,1,20,69,1,5,4,41,0,17.0,17.0,2016,17
12,Isaiah Crowell,CLE,1,19,152,0,4,3,16,0,16.8,16.8,2016,17
13,Aaron Ripkowski,GB,1,9,61,0,2,2,15,1,13.6,13.6,2016,17
14,Jordan Howard,CHI,1,23,135,0,0,0,0,0,13.5,13.5,2016,17
15,Jonathan Stewart,CAR,1,20,65,1,2,1,7,0,13.2,13.2,2016,17
16,Derrick Henry,TEN,1,15,65,1,1,1,3,0,12.8,12.8,2016,17
17,Kenneth Dixon,BAL,1,10,44,1,4,3,19,0,12.3,12.3,2016,17
18,Kerwynn Williams,ARI,1,12,60,1,1,0,0,0,12.0,12.0,2016,17
19,Tevin Coleman,ATL,1,8,44,0,4,3,15,1,11.9,11.9,2016,17
20,Rashad Jennings,NYG,1,18,52,1,1,1,5,0,11.7,11.7,2016,17
21,LeGarrette Blount,NE,1,14,51,1,0,0,0,0,11.1,11.1,2016,17
22,Mike Gillislee,BUF,1,15,40,1,1,1,10,0,11.0,11.0,2016,17
23,Paul Perkins,NYG,1,21,102,0,2,0,0,0,10.2,10.2,2016,17
24,George Atkinson,CLE,1,7,34,1,0,0,0,0,9.4,9.4,2016,17
25,Robert Turbin,IND,1,3,15,1,4,2,18,0,9.3,9.3,2016,17
26,Terrell Watson,PHI,1,9,28,1,1,1,5,0,9.3,9.3,2016,17
27,Ronnie Hillman,SD,1,7,41,0,6,3,50,0,9.1,9.1,2016,17
28,Justin Forsett,DEN,1,22,90,0,1,0,0,0,9.0,9.0,2016,17
29,Tim Hightower,NO,1,3,29,1,0,0,0,0,8.9,8.9,2016,17
30,Andre Williams,SD,1,18,87,0,2,0,0,0,8.7,8.7,2016,17
31,Jay Ajayi,MIA,1,16,59,0,3,3,20,0,7.9,7.9,2016,17
32,Jacquizz Rodgers,TB,1,17,75,0,1,1,4,0,7.9,7.9,2016,17
33,Travaris Cadet,NO,1,0,0,0,5,3,18,1,7.8,7.8,2016,17
34,Todd Gurley,LAR,1,14,40,0,5,4,37,0,7.7,7.7,2016,17
35,Frank Gore,IND,1,16,62,0,2,2,14,0,7.6,7.6,2016,17
36,Thomas Rawls,SEA,1,8,14,1,0,0,0,0,7.4,7.4,2016,17
37,Jeremy Langford,CHI,1,10,26,0,3,3,41,0,6.7,6.7,2016,17
38,Ty Montgomery,GB,1,8,44,0,5,3,17,0,6.1,6.1,2016,17
39,Alex Collins,SEA,1,7,55,0,1,1,4,0,5.9,5.9,2016,17
40,DeAndre Washington,OAK,1,7,43,0,2,2,14,0,5.7,5.7,2016,17
41,Dion Lewis,NE,1,11,48,0,2,2,4,0,5.2,5.2,2016,17
42,Jonathan Grimes,HOU,1,8,16,0,5,4,33,0,4.9,4.9,2016,17
43,Darren McFadden,DAL,1,7,28,0,3,2,19,0,4.7,4.7,2016,17
44,Byron Marshall,PHI,1,10,42,0,2,1,4,0,4.6,4.6,2016,17
45,Matt Asiata,MIN,1,8,14,0,3,3,31,0,4.5,4.5,2016,17
46,David Johnson,ARI,1,5,6,0,4,3,38,0,4.4,4.4,2016,17
47,Chris Thompson,WAS,1,3,5,0,8,6,37,0,4.2,4.2,2016,17
48,Alfred Blue,HOU,1,11,28,0,4,3,12,0,4.0,4.0,2016,17
49,Lance Dunbar,DAL,1,3,20,0,6,3,19,0,3.9,3.9,2016,17
50,Fitzgerald Toussaint,PIT,1,3,14,0,2,2,24,0,3.8,3.8,2016,17
1,Kareem Hunt,KC,1,17,148,1,5,5,98,2,42.6,42.6,2017,1
2,Mike Gillislee,NE,1,15,45,3,0,0,0,0,22.5,22.5,2017,1
3,Leonard Fournette,JAC,1,26,100,1,3,3,24,0,18.4,18.4,2017,1
4,Tarik Cohen,CHI,1,5,66,0,12,8,47,1,17.3,17.3,2017,1
5,LeSean McCoy,BUF,1,22,110,0,6,5,49,0,15.9,15.9,2017,1
6,Todd Gurley,LAR,1,19,40,1,6,5,56,0,15.6,15.6,2017,1
7,Ty Montgomery,GB,1,19,54,1,4,4,39,0,15.3,15.3,2017,1
8,Jonathan Stewart,CAR,1,18,65,0,2,2,17,1,14.2,14.2,2017,1
9,Ezekiel Elliott,DAL,1,24,104,0,5,5,36,0,14.0,14.0,2017,1
10,Terrance West,BAL,1,19,80,1,1,0,0,0,14.0,14.0,2017,1
11,Melvin Gordon,LAC,1,18,54,0,6,5,25,1,13.9,13.9,2017,1
12,Dalvin Cook,MIN,1,22,127,0,5,3,10,0,13.7,13.7,2017,1
13,Jordan Howard,CHI,1,13,52,1,5,3,14,0,12.6,12.6,2017,1
14,Chris Thompson,WAS,1,3,4,0,5,4,52,1,11.6,11.6,2017,1
15,Mike Tolbert,BUF,1,12,42,1,1,1,12,0,11.4,11.4,2017,1
16,LeGarrette Blount,PHI,1,14,46,0,1,1,1,1,10.7,10.7,2017,1
17,Marlon Mack,IND,1,10,24,1,1,1,21,0,10.5,10.5,2017,1
18,Devonta Freeman,ATL,1,12,37,1,2,2,2,0,9.9,9.9,2017,1
19,Lamar Miller,HOU,1,17,65,0,2,2,31,0,9.6,9.6,2017,1
20,Marshawn Lynch,OAK,1,18,76,0,2,1,16,0,9.2,9.2,2017,1
21,David Johnson,ARI,1,11,23,0,9,6,68,0,9.1,9.1,2017,1
22,C.J. Anderson,DEN,1,20,81,0,3,1,7,0,8.8,8.8,2017,1
23,Theo Riddick,DET,1,1,-1,0,7,6,27,1,8.6,8.6,2017,1
24,Christian McCaffrey,CAR,1,13,47,0,7,5,38,0,8.5,8.5,2017,1
25,Charcandrick West,KC,1,1,21,1,1,1,4,0,8.5,8.5,2017,1
26,Giovani Bernard,CIN,1,7,40,0,2,1,39,0,7.9,7.9,2017,1
27,Carlos Hyde,SF,1,9,45,0,6,6,32,0,7.7,7.7,2017,1
28,Malcolm Brown,LAR,1,7,16,1,0,0,0,0,7.6,7.6,2017,1
29,Kerwynn Williams,ARI,1,5,10,1,1,1,2,0,7.2,7.2,2017,1
30,Javorius Allen,BAL,1,21,71,0,1,0,0,0,7.1,7.1,2017,1
31,Mark Ingram,NO,1,6,17,0,5,5,54,0,7.1,7.1,2017,1
32,James White,NE,1,10,38,0,5,3,30,0,6.8,6.8,2017,1
33,Isaiah Crowell,CLE,1,17,33,0,2,2,33,0,6.6,6.6,2017,1
34,Tommy Bohanon,JAC,1,1,0,0,1,1,1,1,6.1,6.1,2017,1
35,DeMarco Murray,TEN,1,12,44,0,2,2,16,0,6.0,6.0,2017,1
36,Tevin Coleman,ATL,1,8,16,0,6,4,42,0,5.8,5.8,2017,1
37,Chris Ivory,JAC,1,9,42,0,2,1,11,0,5.3,5.3,2017,1
38,Frank Gore,IND,1,10,42,0,1,1,10,0,5.2,5.2,2017,1
39,Shane Vereen,NYG,1,0,0,0,10,9,51,0,5.1,5.1,2017,1
40,Chris Carson,SEA,1,6,39,0,1,1,10,0,4.9,4.9,2017,1
41,Le'Veon Bell,PIT,1,10,32,0,6,3,15,0,4.7,4.7,2017,1
42,Darren Sproles,PHI,1,2,2,0,8,5,43,0,4.5,4.5,2017,1
43,Ameer Abdullah,DET,1,15,30,0,4,3,11,0,4.1,4.1,2017,1
44,Jamaal Charles,DEN,1,10,40,0,1,0,0,0,4.0,4.0,2017,1
45,Bilal Powell,NYJ,1,7,22,0,6,5,17,0,3.9,3.9,2017,1
46,Alvin Kamara,NO,1,7,18,0,6,4,20,0,3.8,3.8,2017,1
47,Jerick McKinnon,MIN,1,3,5,0,3,3,32,0,3.7,3.7,2017,1
48,Danny Woodhead,BAL,1,1,4,0,3,3,33,0,3.7,3.7,2017,1
49,Matt Forte,NYJ,1,6,16,0,5,3,20,0,3.6,3.6,2017,1
50,Andre Ellington,ARI,1,0,0,0,3,2,35,0,3.5,3.5,2017,1
1,C.J. Anderson,DEN,1,25,118,1,3,3,36,1,27.4,27.4,2017,2
2,Todd Gurley,LAR,1,16,88,1,4,3,48,1,25.6,25.6,2017,2
3,Ty Montgomery,GB,1,10,35,1,7,6,75,1,23.0,23.0,2017,2
4,Kareem Hunt,KC,1,13,81,2,3,3,28,0,22.9,22.9,2017,2
5,Chris Thompson,WAS,1,3,77,2,7,3,29,0,22.6,22.6,2017,2
6,Devonta Freeman,ATL,1,19,84,2,2,2,16,0,22.0,22.0,2017,2
7,Jalen Richard,OAK,1,6,58,1,2,2,51,0,16.9,16.9,2017,2
8,Javorius Allen,BAL,1,14,66,0,6,5,35,1,16.1,16.1,2017,2
9,Derrick Henry,TEN,1,14,92,1,0,0,0,0,15.2,15.2,2017,2
10,Carlos Hyde,SF,1,15,124,0,6,3,19,0,14.3,14.3,2017,2
11,Melvin Gordon,LAC,1,9,13,1,8,7,65,0,13.8,13.8,2017,2
12,Mike Gillislee,NE,1,18,69,1,0,0,0,0,12.9,12.9,2017,2
13,Jacquizz Rodgers,TB,1,19,67,1,0,0,0,0,12.7,12.7,2017,2
14,Jay Ajayi,MIA,1,28,122,0,2,2,4,0,12.6,12.6,2017,2
15,Leonard Fournette,JAC,1,14,40,1,5,2,21,0,12.1,12.1,2017,2
16,Marshawn Lynch,OAK,1,12,45,1,2,1,4,0,10.9,10.9,2017,2
17,Frank Gore,IND,1,14,46,1,2,0,0,0,10.6,10.6,2017,2
18,Tevin Coleman,ATL,1,6,42,0,2,2,3,1,10.5,10.5,2017,2
19,Terrance West,BAL,1,8,22,1,2,2,23,0,10.5,10.5,2017,2
20,Rex Burkhead,NE,1,2,3,0,4,3,41,1,10.4,10.4,2017,2
21,Chris Carson,SEA,1,20,93,0,2,1,7,0,10.0,10.0,2017,2
22,James White,NE,1,2,11,0,8,8,85,0,9.6,9.6,2017,2
23,Le'Veon Bell,PIT,1,27,87,0,4,4,4,0,9.1,9.1,2017,2
24,Matt Forte,NYJ,1,9,53,0,4,4,38,0,9.1,9.1,2017,2
25,Lamar Miller,HOU,1,18,61,0,3,3,26,0,8.7,8.7,2017,2
26,Ameer Abdullah,DET,1,17,86,0,0,0,0,0,8.6,8.6,2017,2
27,Duke Johnson,CLE,1,4,21,0,6,3,59,0,8.0,8.0,2017,2
28,Rob Kelley,WAS,1,12,78,0,0,0,0,0,7.8,7.8,2017,2
29,Darren Sproles,PHI,1,10,48,0,4,2,30,0,7.8,7.8,2017,2
30,Mark Ingram,NO,1,8,52,0,5,4,24,0,7.6,7.6,2017,2
31,Tarik Cohen,CHI,1,7,13,0,9,8,55,0,6.8,6.8,2017,2
32,Samaje Perine,WAS,1,21,67,0,1,1,0,0,6.7,6.7,2017,2
33,Dalvin Cook,MIN,1,12,64,0,3,2,0,0,6.4,6.4,2017,2
34,Jalston Fowler,TEN,1,1,3,1,0,0,0,0,6.3,6.3,2017,2
35,C.J. Ham,MIN,1,1,1,1,0,0,0,0,6.1,6.1,2017,2
36,Shane Vereen,NYG,1,6,28,0,3,3,27,0,5.5,5.5,2017,2
37,Alvin Kamara,NO,1,1,3,0,7,3,51,0,5.4,5.4,2017,2
38,Jamaal Charles,DEN,1,9,46,0,1,1,6,0,5.2,5.2,2017,2
39,Chris Ivory,JAC,1,6,17,0,4,3,31,0,4.8,4.8,2017,2
40,Peyton Barber,TB,1,10,47,0,0,0,0,0,4.7,4.7,2017,2
41,Chris Johnson,ARI,1,11,44,0,0,0,0,0,4.4,4.4,2017,2
42,Christian McCaffrey,CAR,1,8,10,0,5,4,34,0,4.4,4.4,2017,2
43,LeSean McCoy,BUF,1,12,9,0,7,6,34,0,4.3,4.3,2017,2
44,Alex Collins,BAL,1,7,42,0,0,0,0,0,4.2,4.2,2017,2
45,Joe Mixon,CIN,1,9,36,0,1,1,5,0,4.1,4.1,2017,2
46,D'Onta Foreman,HOU,1,12,40,0,0,0,0,0,4.0,4.0,2017,2
47,Jonathan Stewart,CAR,1,15,40,0,1,0,0,0,4.0,4.0,2017,2
48,Matt Breida,SF,1,4,35,0,2,1,3,0,3.8,3.8,2017,2
49,Isaiah Crowell,CLE,1,10,37,0,1,0,0,0,3.7,3.7,2017,2
50,Theo Riddick,DET,1,9,20,0,3,3,17,0,3.7,3.7,2017,2
1,Todd Gurley,LAR,1,28,113,2,7,5,36,1,32.9,32.9,2017,3
2,Jordan Howard,CHI,1,23,138,2,5,5,26,0,28.4,28.4,2017,3
3,Chris Thompson,WAS,1,8,38,0,7,6,150,1,24.8,24.8,2017,3
4,Kareem Hunt,KC,1,17,172,1,1,1,11,0,24.3,24.3,2017,3
5,Dalvin Cook,MIN,1,27,97,1,5,5,72,0,22.9,22.9,2017,3
6,Carlos Hyde,SF,1,25,84,2,4,3,10,0,21.4,21.4,2017,3
7,Devonta Freeman,ATL,1,21,106,1,3,3,32,0,19.8,19.8,2017,3
8,DeMarco Murray,TEN,1,14,115,1,2,1,5,0,18.0,18.0,2017,3
9,Duke Johnson,CLE,1,2,23,1,7,6,81,0,16.4,16.4,2017,3
10,Le'Veon Bell,PIT,1,15,61,1,7,6,37,0,15.8,15.8,2017,3
11,Ezekiel Elliott,DAL,1,22,80,1,4,3,14,0,15.4,15.4,2017,3
12,Leonard Fournette,JAC,1,17,59,1,4,3,21,0,14.0,14.0,2017,3
13,Melvin Gordon,LAC,1,17,79,1,2,0,0,0,13.9,13.9,2017,3
14,LeGarrette Blount,PHI,1,12,67,1,0,0,0,0,12.7,12.7,2017,3
15,Jamaal Charles,DEN,1,9,56,1,1,1,1,0,11.7,11.7,2017,3
16,Frank Gore,IND,1,25,57,1,1,1,0,0,11.7,11.7,2017,3
17,Christian McCaffrey,CAR,1,4,16,0,11,9,101,0,11.7,11.7,2017,3
18,Chris Carson,SEA,1,11,34,0,2,2,18,1,11.2,11.2,2017,3
